"﻿""symbol-id""",category-id,grammar,rated,tags,symbol-en,category-en,category-vi,symbol-vi,is-representative
88,80,Noun,0,food meat pork,bacon,Food Meat,Thịt,thịt xông khói,0
89,93,Noun,0,,bad,Descriptive State,Trạng thái,tệ / xấu,0
90,39,Noun,0,animal wild,badger,Animal Mammal,Động vật có vú,con lửng,0
91,39,Noun,0,animal wild,badger_2,Animal Mammal,Động vật có vú,con lửng 2,0
92,78,Noun,0,games sport,badminton,Sport,Thể thao,cầu lông,0
93,68,Noun,0,games sport,badminton_racket,Sport Accessories,Phụ kiện thể thao,vợt cầu lông,0
94,5,Noun,0,,bagel,Food Breads and baking,Bánh,bánh mì vòng,0
95,5,Noun,0,,bagel_2,Food Breads and baking,Bánh,bánh mì vòng 2,0
96,60,Verb,0,cooking,"bake_,_to",Food Kitchen actions,Nấu ăn,nướng,0
97,71,Noun,0,,baked_beans,Food Vegetables and salads,Rau củ,đậu hầm,0
98,71,Noun,0,,baked_beans_2,Food Vegetables and salads,Rau củ,đậu hầm 2,0
99,61,Noun,0,job people profession work,baker_1a,People Profession,Nghề nghiệp,thợ làm bánh 1a,0
100,61,Noun,0,job people profession work,baker_1b,People Profession,Nghề nghiệp,thợ làm bánh 1b,0
101,61,Noun,0,job people profession work,baker_2a,People Profession,Nghề nghiệp,thợ làm bánh 2a,0
102,61,Noun,0,job people profession work,baker_2b,People Profession,Nghề nghiệp,thợ làm bánh 2b,0
103,5,Noun,0,,baking_powder,Food Breads and baking,Bánh,bột nở,0
104,63,Noun,0,cooking kitchen,baking_tray,Food Kitchen items,Nhà bếp,khay nướng,0
105,29,Noun,0,play toys,ball,Leisure Toys,Đồ chơi giải trí,quả bóng,0
106,29,Noun,0,,ball_beach,Leisure Toys,Đồ chơi giải trí,bóng bãi biển,1
107,29,Noun,0,,ball_pool,Leisure Toys,Đồ chơi giải trí,nhà bóng,0
108,33,Noun,0,celebration,balloon,Celebration Item,Đồ kỷ niệm,bong bóng,0
109,91,Noun,0,food fruit,banana,Food Fruit,Trái cây,quả chuối,0
110,91,Noun,0,,banana_bunch,Food Fruit,Trái cây,nải chuối,0
111,85,Noun,0,finance money,bank,Money,Tiền tệ,ngân hàng,0
112,85,Noun,0,finance money,bank_card,Money,Tiền tệ,thẻ ngân hàng,0
113,1,Noun,0,,banquet_buffet,Food Meals and snacks,Ăn nhẹ,tiệc buffet,0
114,5,Noun,0,,bap,Food Breads and baking,Bánh,bánh mì tròn nhỏ,0
115,101,Noun,0,home house,barbeque,Building Garden and farm,Vườn,tiệc nướng BBQ,0
116,60,Verb,0,cooking,"barbeque_,_to",Food Kitchen actions,Nấu ăn,nướng BBQ,0
117,74,Noun,0,,base_rock,Science Eco,Sinh thái,đá nền,0
118,68,Noun,0,,baseball_base,Sport Accessories,Phụ kiện thể thao,gôn bóng chày,0
119,68,Noun,0,,baseball_bat,Sport Accessories,Phụ kiện thể thao,gậy bóng chày,0
120,78,Noun,0,,baseball_game,Sport,Thể thao,trận bóng chày,0
121,68,Noun,0,,baseball_glove,Sport Accessories,Phụ kiện thể thao,găng tay bóng chày,0
122,78,Noun,0,,baseball_player,Sport,Thể thao,cầu thủ bóng chày,0
123,30,Noun,0,celebration,basket,Building Contents,Đồ đạc,cái giỏ,0
124,30,Noun,0,celebration,basket_2,Building Contents,Đồ đạc,cái giỏ 2,0
125,78,Noun,0,games sport,basketball,Sport,Thể thao,bóng rổ,0
126,68,Noun,0,,basketball_ball,Sport Accessories,Phụ kiện thể thao,quả bóng rổ,0
127,78,Noun,0,,basketball_game,Sport,Thể thao,trận bóng rổ,0
128,39,Noun,0,animal wild,bat,Animal Mammal,Động vật có vú,con dơi,0
129,30,Noun,0,grooming,bath,Building Contents,Đồ đạc,bồn tắm,0
130,11,VerbComplex,0,action animal,"bath_animal_,_to",Animal Activity Grooming,Chăm sóc động vật,tắm cho thú cưng,0
131,30,Noun,0,home house,bath_mat,Building Contents,Đồ đạc,thảm nhà tắm,0
132,98,Verb,0,grooming,"bathe_,_to",Healthcare Grooming activities,Vệ sinh cá nhân,tắm,0
133,28,Noun,0,,battery_1,Electrical General,Điện tử chung,pin 1,0
134,28,Noun,0,,battery_1a,Electrical General,Điện tử chung,pin 1a,0
135,28,Noun,0,,battery_2,Electrical General,Điện tử chung,pin 2,0
136,28,Noun,0,,battery_2a,Electrical General,Điện tử chung,pin 2a,0
137,21,Noun,0,holiday,beach,Holiday and travel,Du lịch,bãi biển,0
138,67,Noun,0,clothes,beach_bag,Clothes Accessories,Phụ kiện quần áo,túi đi biển,0
139,21,Noun,0,holiday,beach_towel,Holiday and travel,Du lịch,khăn tắm biển,0
140,29,Noun,0,play toys,beads,Leisure Toys,Đồ chơi giải trí,hạt cườm,0
141,25,Noun,0,animal bird,beak,Animal Features,Đặc điểm động vật,mỏ chim,1
142,52,Noun,0,,beaker_1,Science,Khoa học,cốc mỏ vịt 1,1
143,52,Noun,0,,beaker_2,Science,Khoa học,cốc mỏ vịt 2,0
144,29,Noun,0,play toys,beanbag,Leisure Toys,Đồ chơi giải trí,ghế lười,0
145,1,Noun,0,,beans_on_toast,Food Meals and snacks,Ăn nhẹ,đậu hầm trên bánh mì nướng,0
146,71,Noun,0,,beansprouts,Food Vegetables and salads,Rau củ,giá đỗ,0
147,39,Noun,0,animal mammal wild zoo,bear,Animal Mammal,Động vật có vú,con gấu,0
148,66,Noun,0,,bed_four_poster,Building Furniture,Nội thất,giường bốn cột,0
149,82,Noun,0,calendar diary time,bed_time,Descriptive Time,Thời gian,giờ đi ngủ,0
150,17,Noun,0,insect,bee_bumble,Animal Spiders and Insects,Côn trùng,ong bầu,0
151,17,Noun,0,insect,bee_honey,Animal Spiders and Insects,Côn trùng,ong mật,0
152,80,Noun,0,beef food meat,beef,Food Meat,Thịt,thịt bò,0
153,57,Noun,0,animal,beehive,Animal Habitat,Môi trường sống,tổ ong,0
154,34,Noun,0,alcohol drink,beer,Drink Type,Đồ uống,bia,0
155,57,Noun,0,animal insect,bees_nest,Animal Habitat,Môi trường sống,tổ ong thiên nhiên,0
156,17,Noun,0,insect,beetle,Animal Spiders and Insects,Côn trùng,bọ cánh cứng,0
157,71,Noun,0,,beetroot,Food Vegetables and salads,Rau củ,củ dền,0
158,100,Noun,0,direction position,before,Descriptive Position,Vị trí,trước khi,0
159,50,Noun,0,abstract position,begin_start,Descriptive Direction,Hướng,bắt đầu,0
160,100,Noun,0,direction position,behind,Descriptive Position,Vị trí,phía sau,0
161,30,Noun,0,celebration,bell,Building Contents,Đồ đạc,cái chuông,0
162,100,Noun,0,direction position,below,Descriptive Position,Vị trí,phía dưới,0
163,69,Noun,0,clothes,belt,Clothes General,Quần áo,thắt lưng,0
164,101,Noun,0,gardening,bench,Building Garden and farm,Vườn,ghế dài,0
165,52,Noun,0,,bendy,Science,Khoa học,uốn cong,0
166,52,Noun,0,,bendy_1,Science,Khoa học,uốn cong 1,0
167,91,Noun,0,,berry,Food Fruit,Trái cây,quả mọng,0
168,100,Noun,0,direction position,beside_next_to,Descriptive Position,Vị trí,bên cạnh,0
169,100,Noun,0,direction position,between,Descriptive Position,Vị trí,ở giữa,0
170,69,Noun,0,clothes,bib,Clothes General,Quần áo,yếm ăn dặm,0
171,41,Noun,0,transport travel,bicycle,Transport Road,Đường bộ,xe đạp,0
172,3,Noun,0,AAC electric,big_mac_switch,Communication Aid,bảng giao tiếp,nút bấm Big Mac,0
173,21,Noun,0,holiday,big_wheel,Holiday and travel,Du lịch,vòng quay khổng lồ,0
174,69,Noun,0,clothes swimwear,bikini,Clothes General,Quần áo,đồ bơi hai mảnh,0
175,30,Noun,0,home house,bin_bag,Building Contents,Đồ đạc,túi rác,0
176,30,Noun,0,,bin_bags,Building Contents,Đồ đạc,các túi rác,0
177,94,Noun,0,,bingo,Leisure Games,Trò chơi giải trí,trò chơi bingo,0
178,94,Noun,0,,bingo_marker,Leisure Games,Trò chơi giải trí,bút đánh dấu bingo,0
179,13,Noun,0,animal bird pet wild,bird,Animal Birds,Chim,con chim,0
180,57,Noun,0,animal bird,bird_bath,Animal Habitat,Môi trường sống,bể tắm cho chim,0
181,57,Noun,0,animal bird,bird_cage,Animal Habitat,Môi trường sống,lồng chim,0
182,57,Noun,0,animal bird,bird_feeder,Animal Habitat,Môi trường sống,máng ăn cho chim,0
183,14,Noun,0,animal bird,bird_seed,Animal Activity Feeding,Cho động vật ăn,thức ăn cho chim,0
184,33,Noun,0,celebration food,birthday_cake,Celebration Item,Đồ kỷ niệm,bánh sinh nhật,0
185,33,Noun,0,celebration,birthday_card,Celebration Item,Đồ kỷ niệm,thiệp sinh nhật,0
186,5,Noun,0,food snack,biscuit_chocolate_chip,Food Breads and baking,Bánh,bánh quy sô-cô-la chip,0
187,5,Noun,0,food snack,biscuits,Food Breads and baking,Bánh,bánh quy,0
188,54,Noun,0,,black,Art Colour,Màu sắc,màu đen,0
189,91,Noun,0,,blackberry,Food Fruit,Trái cây,quả mâm xôi đen,0
190,22,Noun,0,class school,blackboard,Building Equipment and devices,Dụng cụ,bảng đen,1
191,34,Noun,0,drink juice,blackcurrant_juice,Drink Type,Đồ uống,nước quả lý chua đen,0
192,91,Noun,0,,blackcurrants,Food Fruit,Trái cây,quả lý chua đen,0
193,18,Noun,0,,bladder,Healthcare Body parts,Cơ thể,bàng quang,0
194,18,Noun,0,,bladder_kidneys,Healthcare Body parts,Cơ thể,thận và bàng quang,0
195,30,Noun,0,,blanket,Building Contents,Đồ đạc,cái chăn,0
196,66,Noun,0,,blanket_chest,Building Furniture,Nội thất,rương đựng chăn,0
197,63,Noun,0,,blender_drinks,Food Kitchen items,Nhà bếp,máy xay sinh tố,0
198,89,Verb,0,celebration Christian,"bless_,_to",Religion General,Tôn giáo,ban phước,0
199,26,Noun,0,,blind,People Descriptive,Đặc điểm người,màn che,0
200,26,Noun,0,,blind_2,People Descriptive,Đặc điểm người,màn che 2,0
201,30,Noun,0,home house,blinds,Building Contents,Đồ đạc,rèm sáo,0
202,87,Noun,0,clinic health hospital medical,blood_pressure,Healthcare Medical conditions,Tình trạng,huyết áp,0
203,69,Noun,0,clothes,blouse,Clothes General,Quần áo,áo sơ mi nữ,0
204,54,Noun,0,,blue,Art Colour,Màu sắc,màu xanh dương,0
205,54,Noun,0,,blue_dark,Art Colour,Màu sắc,màu xanh dương đậm,0
206,54,Noun,0,,blue_light,Art Colour,Màu sắc,màu xanh dương nhạt,0
207,35,Noun,0,grooming,blusher,Healthcare Grooming items,Đồ vệ sinh cá nhân,phấn má hồng,0
208,43,Noun,0,transport travel,boat,Transport Water,Đường thủy,con thuyền,1
209,69,Noun,0,clothes hat,bobble_hat,Clothes General,Quần áo,mũ len có chóp,0
210,78,Noun,0,,boccia,Sport,Thể thao,môn bóng boccia,0
211,68,Noun,0,,boccia_chute,Sport Accessories,Phụ kiện thể thao,máng trượt bóng boccia,0
212,18,Noun,0,body,body_outline,Healthcare Body parts,Cơ thể,hình dáng cơ thể,0
213,24,Noun,0,DIY tools workshop,bolt,Tools Workshop,Dụng cụ xưởng,bu-lông,0
214,14,Noun,0,animal,bone,Animal Activity Feeding,Cho động vật ăn,xương,1
215,18,Noun,0,,bone_2,Healthcare Body parts,Cơ thể,xương 2,0
216,101,Noun,0,celebration,bonfire,Building Garden and farm,Vườn,lửa trại,0
217,77,Noun,0,celebration,Bonfire_Night,Celebration Event,Sự kiện kỷ niệm,Đêm lửa trại,0
218,30,Noun,0,,book_end,Building Contents,Đồ đạc,chặn sách,0
219,30,Noun,0,,book_ends,Building Contents,Đồ đạc,cặp chặn sách,0
220,66,Noun,0,,book_shelf,Building Furniture,Nội thất,kệ sách,0
221,66,Noun,0,,bookcase,Building Furniture,Nội thất,tủ sách,0
222,69,Noun,0,clothes footwear,bootees,Clothes General,Quần áo,giày len cho trẻ sơ sinh,0
223,69,Noun,0,clothes footwear,boots,Clothes General,Quần áo,ủng / bốt,0
224,76,Noun,0,abstract direction position,both,Descriptive Quantity,Số lượng,cả hai,0
225,100,Noun,0,direction position,bottom,Descriptive Position,Vị trí,mông / phần dưới,0
226,100,Noun,0,abstract adjective position,bottom_2,Descriptive Position,Vị trí,mông / phần dưới 2,0
227,18,Noun,0,,bottom_3,Healthcare Body parts,Cơ thể,mông / phần dưới 3,0
228,67,Noun,0,,bow,Clothes Accessories,Phụ kiện quần áo,cái nơ / cây vĩ,0
229,68,Noun,0,games sport,bow_and_arrow,Sport Accessories,Phụ kiện thể thao,cung và tên,0
230,67,Noun,0,,bow_tie,Clothes Accessories,Phụ kiện quần áo,nơ đeo cổ,0
231,63,Noun,0,cooking feeding kitchen,bowl,Food Kitchen items,Nhà bếp,cái bát / tô,0
232,78,Noun,0,,bowler_1,Sport,Thể thao,người ném bóng 1,0
233,78,Noun,0,games sport,bowling,Sport,Thể thao,môn bowling,0
234,68,Noun,0,,bowling_ball,Sport Accessories,Phụ kiện thể thao,bóng bowling,0
235,68,Noun,0,,bowling_gutter,Sport Accessories,Phụ kiện thể thao,rãnh bowling,0
236,68,Noun,0,,bowling_pins,Sport Accessories,Phụ kiện thể thao,con ki bowling,0
237,68,Noun,0,,bowling_spare,Sport Accessories,Phụ kiện thể thao,lượt đổ điểm spare,0
238,68,Noun,0,,bowling_strike,Sport Accessories,Phụ kiện thể thao,lượt đổ điểm strike,0
239,69,Noun,0,clothes underwear,boxer_shorts,Clothes General,Quần áo,quần đùi nam,0
240,53,Noun,0,celebration Christian,Boxing_Day,Religion Festival,Lễ hội,Ngày Tặng Quà,0
241,69,Noun,0,clothes underwear,bra,Clothes General,Quần áo,áo ngực,0
242,90,Noun,0,clothes jewellery,bracelet_1,Clothes Jewellery,Trang sức,vòng tay 1,1
243,90,Noun,0,clothes jewellery,bracelet_2,Clothes Jewellery,Trang sức,vòng tay 2,0
244,18,Noun,0,,brain,Healthcare Body parts,Cơ thể,não bộ,0
245,10,Noun,0,gardening plant,branch,Plants and Trees,Cây cối,cành cây,0
246,8,Noun,0,,brazil_nut,Food Nuts,Các loại hạt,hạt dẻ Brazil,0
247,5,Noun,0,food,bread,Food Breads and baking,Bánh,bánh mì,0
248,5,Noun,0,,bread_crumbs,Food Breads and baking,Bánh,vụn bánh mì,0
249,5,Noun,0,food,bread_roll,Food Breads and baking,Bánh,bánh mì tròn,0
250,5,Noun,0,,bread_roll_2,Food Breads and baking,Bánh,bánh mì tròn 2,0
251,5,Noun,0,,bread_roll_3,Food Breads and baking,Bánh,bánh mì tròn 3,0
252,5,Noun,0,,bread_roll_filled,Food Breads and baking,Bánh,bánh mì kẹp,0
253,5,Noun,0,,bread_roll_granary,Food Breads and baking,Bánh,bánh mì ngũ cốc tròn,0
254,5,Noun,0,,bread_slice,Food Breads and baking,Bánh,lát bánh mì,0
255,5,Noun,0,,bread_sliced,Food Breads and baking,Bánh,bánh mì gối cắt lát,0
256,1,Noun,0,,breafkfast_continental_1,Food Meals and snacks,Ăn nhẹ,bữa sáng kiểu Âu 1,0
257,1,Noun,0,,breafkfast_continental_2,Food Meals and snacks,Ăn nhẹ,bữa sáng kiểu Âu 2,0
258,1,Noun,0,,breafkfast_fried,Food Meals and snacks,Ăn nhẹ,bữa sáng đồ chiên,0
259,93,Verb,0,abstract,"break_,_to",Descriptive State,Trạng thái,làm vỡ / làm gãy,0
260,93,Noun,0,abstract,break_2,Descriptive State,Trạng thái,làm vỡ / gãy 2,0
261,60,VerbComplex,0,cooking,"break_egg_,_to",Food Kitchen actions,Nấu ăn,đập trứng,0
262,83,Noun,0,class office school,break_time_1,Work and School Timetable,Thời khóa biểu,giờ giải lao 1,0
263,83,Noun,0,class school,break_time_2,Work and School Timetable,Thời khóa biểu,giờ giải lao 2,0
264,1,Noun,0,,breakfast_1,Food Meals and snacks,Ăn nhẹ,bữa sáng 1,0
265,1,Noun,0,,breakfast_2,Food Meals and snacks,Ăn nhẹ,bữa sáng 2,0
266,1,Noun,0,,breakfast_3,Food Meals and snacks,Ăn nhẹ,bữa sáng 3,0
267,1,Noun,0,,breakfast_4,Food Meals and snacks,Ăn nhẹ,bữa sáng 4,0
268,1,Noun,0,,breakfast_5,Food Meals and snacks,Ăn nhẹ,bữa sáng 5,0
269,1,Noun,0,,breakfast_6,Food Meals and snacks,Ăn nhẹ,bữa sáng 6,0
270,82,Noun,0,calendar diary time,breakfast_time,Descriptive Time,Thời gian,giờ ăn sáng,0
271,82,Noun,0,calendar diary time,breakfast_time_1,Descriptive Time,Thời gian,giờ ăn sáng 1,0
272,29,Noun,0,play toys,bricks,Leisure Toys,Đồ chơi giải trí,gạch xếp hình / gạch xây dựng,0
273,11,Noun,0,animal,bridle,Animal Activity Grooming,Chăm sóc động vật,dây cương,0
274,67,Noun,0,clothes,briefcase_1,Clothes Accessories,Phụ kiện quần áo,cặp táp 1,0
275,67,Noun,0,clothes,briefcase_2,Clothes Accessories,Phụ kiện quần áo,cặp táp 2,0
276,28,Noun,0,,bright,Electrical General,Điện tử chung,sáng sủa,0
277,93,Noun,0,abstract,bright_room,Descriptive State,Trạng thái,phòng sáng sủa,0
278,71,Noun,0,,broad_beans,Food Vegetables and salads,Rau củ,đậu tằm,0
279,71,Noun,0,food vegetable,broccoli,Food Vegetables and salads,Rau củ,súp lơ xanh,0
280,93,Noun,0,abstract,broken,Descriptive State,Trạng thái,bị hỏng / bị gãy,0
281,87,Noun,0,,broken_bone,Healthcare Medical conditions,Tình trạng,gãy xương,0
282,90,Noun,0,clothes jewellery,brooch,Clothes Jewellery,Trang sức,trâm cài áo,0
283,30,Noun,0,home house,broom,Building Contents,Đồ đạc,cái chổi,0
284,33,Noun,0,celebration,broomstick,Celebration Item,Đồ kỷ niệm,cán chổi,0
285,44,Noun,0,family relationship relatives,brother,People Relationship,Gia đình,anh / em trai,0
286,54,Noun,0,,brown,Art Colour,Màu sắc,màu nâu,0
287,11,VerbComplex,0,action animal,"brush_animal_,_to",Animal Activity Grooming,Chăm sóc động vật,chải lông thú cưng,1
288,98,VerbComplex,0,grooming,"brush_hair_,_to",Healthcare Grooming activities,Vệ sinh cá nhân,chải tóc,0
289,98,VerbComplex,0,grooming,"brush_teeth_,_to",Healthcare Grooming activities,Vệ sinh cá nhân,đánh răng,0
290,71,Noun,0,,brussel_sprouts,Food Vegetables and salads,Rau củ,bắp cải Brussels,0
291,35,Noun,0,grooming,bubble_bath,Healthcare Grooming items,Đồ vệ sinh cá nhân,sữa tắm tạo bọt,0
292,92,Noun,0,,bubble_gum_-_blow,Food Sweets and desserts,Tráng miệng,thổi kẹo cao su,0
293,29,Noun,0,,bubble_mixture,Leisure Toys,Đồ chơi giải trí,nước thổi bong bóng,0
294,29,Noun,0,,bubble_wand,Leisure Toys,Đồ chơi giải trí,gậy thổi bong bóng,0
295,97,Noun,0,class office school stationery,bubble_wrap,Work and School Stationery,Văn phòng phẩm,màng xốp hơi,0
296,29,Noun,0,,bubbles,Leisure Toys,Đồ chơi giải trí,bong bóng,0
297,29,Noun,0,play toys,bubbles_blow,Leisure Toys,Đồ chơi giải trí,thổi bong bóng,0
298,29,Noun,0,play toys,bucket,Leisure Toys,Đồ chơi giải trí,cái xô,0
299,67,Noun,0,grooming,buckle,Clothes Accessories,Phụ kiện quần áo,khóa thắt lưng,0
300,10,Noun,0,gardening plant,bud,Plants and Trees,Cây cối,chồi non,0
301,13,Noun,0,animal bird pet,budgie,Animal Birds,Chim,vẹt đuôi dài,0
302,39,Noun,0,animal mammal,buffalo,Animal Mammal,Động vật có vú,con trâu / bò rừng,0
303,28,Noun,0,,bulb_holder,Electrical General,Điện tử chung,chuôi đèn,0
304,28,Noun,0,,bulb_holder_2,Electrical General,Điện tử chung,chuôi đèn 2,0
305,49,Noun,0,abstract adjective,bumpy,Descriptive Shape,Hình dạng,gồ ghề,0
306,5,Noun,0,food,bun_-_hot_cross,Food Breads and baking,Bánh,bánh mì chữ thập,0
